icd_9,label_index,test_gold_support,scope,ngram_rank,ngram,n_notes_peaking_here,mean_attention,max_attention
154.1,41,3,all_test,10,chronic obstructive pulmonary disease,7,0.00269,0.00348
154.1,41,3,gold_notes,1,vertebral artery carotid calcification,1,0.00631,0.00631
154.1,41,3,gold_notes,2,present illness per dr,1,0.00402,0.00402
154.1,41,3,gold_notes,3,illness yo w recent,1,0.00178,0.00178
150.4,51,3,all_test,1,delayed release e c,82,0.0018,0.00405
150.4,51,3,all_test,2,release e c sig,48,0.00188,0.00289
150.4,51,3,all_test,3,tablet sig tablet po,47,0.00232,0.00506
150.4,51,3,all_test,4,mg tablet delayed release,34,0.00207,0.00783
150.4,51,3,all_test,5,mg tablet sig tablet,32,0.00222,0.00575
150.4,51,3,all_test,6,tablet delayed release e,30,0.00172,0.00458
150.4,51,3,all_test,7,e c sig tablet,27,0.00203,0.00286
150.4,51,3,all_test,8,c sig tablet delayed,24,0.00193,0.00276
150.4,51,3,all_test,9,sig tablet po daily,21,0.00208,0.00549
150.4,51,3,all_test,10,sig tablet delayed release,21,0.00187,0.00298
150.4,51,3,gold_notes,1,sig capsule delayed release,1,0.00153,0.00153
150.4,51,3,gold_notes,2,tablet delayed release e,1,0.00143,0.00143
150.4,51,3,gold_notes,3,outside setting recent pound,1,0.00129,0.00129
348.0,75,3,all_test,1,delayed release e c,78,0.00301,0.01106
348.0,75,3,all_test,2,tablet delayed release e,76,0.00313,0.00663
348.0,75,3,all_test,3,release e c sig,50,0.00331,0.01236
348.0,75,3,all_test,4,e c sig tablet,49,0.00284,0.00638
348.0,75,3,all_test,5,c sig tablet delayed,42,0.00307,0.00465
348.0,75,3,all_test,6,sig tablet delayed release,34,0.00357,0.00656
348.0,75,3,all_test,7,capsule delayed release e,32,0.00228,0.00508
348.0,75,3,all_test,8,mg tablet delayed release,30,0.00405,0.00841
348.0,75,3,all_test,9,release e c po,29,0.00296,0.00511
348.0,75,3,all_test,10,tablet sig tablet po,23,0.00348,0.01123
348.0,75,3,gold_notes,1,e c po h,1,0.00303,0.00303
348.0,75,3,gold_notes,2,choroidal cyst incidentally found,1,0.00282,0.00282
348.0,75,3,gold_notes,3,stereotactic cyst ventriculostomy insertion,1,0.00229,0.00229
333.2,91,3,all_test,1,delayed release e c,275,0.00355,0.00904
333.2,91,3,all_test,2,tablet delayed release e,191,0.00372,0.00983
333.2,91,3,all_test,3,release e c sig,167,0.00339,0.00837
333.2,91,3,all_test,4,sig tablet delayed release,112,0.00452,0.01519
333.2,91,3,all_test,5,release e c po,91,0.00406,0.01834
333.2,91,3,all_test,6,e c sig tablet,91,0.00377,0.00778
333.2,91,3,all_test,7,c sig tablet delayed,84,0.00387,0.01076
333.2,91,3,all_test,8,capsule delayed release e,72,0.00279,0.00902
333.2,91,3,all_test,9,mg tablet delayed release,57,0.00331,0.00726
333.2,91,3,all_test,10,e c sig capsule,46,0.00267,0.00527
333.2,91,3,gold_notes,1,neurosurgery consulted preliminary read,1,0.00174,0.00174
333.2,91,3,gold_notes,2,prn migraine headache please,1,0.0016,0.0016
333.2,91,3,gold_notes,3,noted 70 somnolent given,1,0.00137,0.00137
212.7,92,3,all_test,1,major surgical invasive procedure,29,0.0088,0.02979
212.7,92,3,all_test,2,present illness year old,20,0.00383,0.00673
212.7,92,3,all_test,3,illness year old male,16,0.00405,0.00725
212.7,92,3,all_test,4,system notable absence chest,13,0.00439,0.00784
212.7,92,3,all_test,5,illness year old female,11,0.00393,0.00552
212.7,92,3,all_test,6,procedure none present illness,10,0.00536,0.0108
212.7,92,3,all_test,7,bendamustine mg m2 day,10,0.00468,0.00535
212.7,92,3,all_test,8,cardiac review system notable,9,0.00459,0.0061
212.7,92,3,all_test,9,illness mr known lastname,8,0.0109,0.02317
212.7,92,3,all_test,10,invasive procedure none present,8,0.00498,0.00589
212.7,92,3,gold_notes,1,location un vna diagnosis,1,0.00716,0.00716
212.7,92,3,gold_notes,2,excision overall tolerated procedure,1,0.00485,0.00485
212.7,92,3,gold_notes,3,chronic systolic heart failure,1,0.00214,0.00214
478.29,96,3,all_test,1,medicine allergy recorded known,34,0.00187,0.00385
478.29,96,3,all_test,2,medicine allergy known allergy,25,0.00138,0.00188
478.29,96,3,all_test,3,surgery allergy recorded known,14,0.00231,0.00315
478.29,96,3,all_test,4,f medicine allergy penicillin,14,0.00195,0.00294
478.29,96,3,all_test,5,tab sust rel particle,14,0.00189,0.00288
478.29,96,3,all_test,6,shower daily including washing,13,0.00204,0.00231
478.29,96,3,all_test,7,sust rel particle crystal,9,0.00234,0.00553
478.29,96,3,all_test,8,mg capsule sig capsule,9,0.00181,0.00252
478.29,96,3,all_test,9,po daily daily day,9,0.00151,0.00168
478.29,96,3,all_test,10,medicine allergy percocet attending,8,0.00205,0.00324
478.29,96,3,gold_notes,1,crust object fall stoma,1,0.00169,0.00169
478.29,96,3,gold_notes,2,upward maximum value setting,1,0.00165,0.00165
478.29,96,3,gold_notes,3,nameis initial nameis name12,1,0.00145,0.00145
518.3,103,3,all_test,1,aberrant antigen cell comprise,7,0.0044,0.00448
518.3,103,3,all_test,2,cell conjunction morphology cytospin,7,0.00341,0.00341
518.3,103,3,all_test,3,vps infectious pachymeningitis cannot,7,0.00275,0.00275
518.3,103,3,all_test,4,active extravisation noted smv,7,0.00249,0.00249
518.3,103,3,all_test,5,medication prescribed following change,7,0.00157,0.00217
518.3,103,3,all_test,6,switched zydis qhs note,7,0.00128,0.00128
518.3,103,3,all_test,7,27mm name8 namepattern2 male,6,0.00318,0.00318
518.3,103,3,all_test,8,npo bun creatinine peaked,6,0.00304,0.00304
518.3,103,3,all_test,9,see operative note surgical,6,0.00293,0.00311
518.3,103,3,all_test,10,aorta arch aortic mechanical,6,0.00264,0.00264
518.3,103,3,gold_notes,1,around blood vessel churg,1,0.00277,0.00277
518.3,103,3,gold_notes,2,disease airway reactivity chronic,1,0.00181,0.00181
518.3,103,3,gold_notes,3,b 05am blood doctor,1,0.00158,0.00158
709.2,104,3,all_test,1,system notable absence chest,20,0.0066,0.01226
709.2,104,3,all_test,2,cardiac review system notable,15,0.00603,0.00967
709.2,104,3,all_test,3,negative cardiac review system,11,0.00561,0.00889
709.2,104,3,all_test,4,major surgical invasive procedure,11,0.00416,0.01267
709.2,104,3,all_test,5,review system notable absence,10,0.00794,0.01659
709.2,104,3,all_test,6,unit transferred floor seen,7,0.01434,0.01434
709.2,104,3,all_test,7,insufficiency stress dose steroid,7,0.01158,0.01158
709.2,104,3,all_test,8,post dli subsequent achievement,7,0.01097,0.01097
709.2,104,3,all_test,9,notable absence chest pain,7,0.00648,0.00733
709.2,104,3,all_test,10,inhaler home p ruptured,7,0.00379,0.00379
709.2,104,3,gold_notes,1,rather subcutaneous tissue external,1,0.00559,0.00559
709.2,104,3,gold_notes,2,mass malignant ovarian neoplasm,1,0.00409,0.00409
709.2,104,3,gold_notes,3,sustained vt icu received,1,0.00234,0.00234
537.3,119,3,all_test,1,delayed release e c,123,0.00182,0.0034
537.3,119,3,all_test,2,tablet delayed release e,97,0.00193,0.00584
537.3,119,3,all_test,3,release e c sig,95,0.00179,0.00336
537.3,119,3,all_test,4,c sig tablet delayed,56,0.00232,0.0073
537.3,119,3,all_test,5,e c sig tablet,51,0.00203,0.00314
537.3,119,3,all_test,6,sig tablet delayed release,51,0.00199,0.00437
537.3,119,3,all_test,7,release e c po,45,0.00233,0.00649
537.3,119,3,all_test,8,mg tablet delayed release,30,0.00219,0.0046
537.3,119,3,all_test,9,mg capsule delayed release,24,0.00183,0.00399
537.3,119,3,all_test,10,e c po daily,20,0.00183,0.00361
537.3,119,3,gold_notes,1,gastric duodenal biopsy negative,1,0.00182,0.00182
537.3,119,3,gold_notes,2,2l lr total right,1,0.00134,0.00134
537.3,119,3,gold_notes,3,tingling extremity system negative,1,0.00106,0.00106
457.1,124,3,all_test,1,lymphoid gated event express,8,0.00314,0.00327
457.1,124,3,all_test,2,non contributory physical exam,8,0.00221,0.00319
457.1,124,3,all_test,3,annulus cm cm aorta,8,0.00201,0.00317
457.1,124,3,all_test,4,vps infectious pachymeningitis cannot,7,0.00318,0.00318
457.1,124,3,all_test,5,cd34 cell conjunction morphology,7,0.00264,0.00264
457.1,124,3,all_test,6,gait steady sternal pain,7,0.00215,0.00249
457.1,124,3,all_test,7,hernia repair rib fracture,7,0.00211,0.00239
457.1,124,3,all_test,8,scattered ecchymosis neuro alert,7,0.00172,0.00172
457.1,124,3,all_test,9,heent sclerae anciteric p,7,0.00133,0.00133
457.1,124,3,all_test,10,giant cell arteritis cad,6,0.00443,0.00443
457.1,124,3,gold_notes,1,p removal leukocytosis recurrent,1,0.00123,0.00123
457.1,124,3,gold_notes,2,left adrenal right paratracheal,1,0.00123,0.00123
457.1,124,3,gold_notes,3,drainage redness nursing encouraged,1,0.00117,0.00117
150.8,128,3,all_test,1,mental status clear coherent,10,0.00329,0.00544
150.8,128,3,all_test,2,condition mental status clear,9,0.00302,0.0061
150.8,128,3,all_test,3,present illness mr known,8,0.00689,0.01088
150.8,128,3,all_test,4,status clear coherent level,7,0.00353,0.0054
150.8,128,3,all_test,5,neg echo ef diabetes,7,0.00293,0.00293
150.8,128,3,all_test,6,post allogeneic transplant subsequent,7,0.00274,0.00274
150.8,128,3,all_test,7,obesity possible tia cva,7,0.00267,0.00267
150.8,128,3,all_test,8,illness year old female,7,0.0026,0.00426
150.8,128,3,all_test,9,deal biomedical technological patent,7,0.00174,0.00208
150.8,128,3,all_test,10,lastname overweight 28yo gentleman,7,0.0013,0.0013
150.8,128,3,gold_notes,1,buttressing intrathoracic anastomosis pericardial,1,0.00355,0.00355
150.8,128,3,gold_notes,2,year child son daughter,1,0.00278,0.00278
150.8,128,3,gold_notes,3,invasive esophagogastrectomy present illness,1,0.00231,0.00231
283.0,150,3,all_test,1,delayed release e c,287,0.00293,0.01305
283.0,150,3,all_test,2,tablet delayed release e,205,0.00281,0.00613
283.0,150,3,all_test,3,release e c sig,138,0.00258,0.00598
283.0,150,3,all_test,4,sig tablet delayed release,113,0.00316,0.00716
283.0,150,3,all_test,5,c sig tablet delayed,101,0.00283,0.0065
283.0,150,3,all_test,6,e c sig tablet,86,0.00299,0.00654
283.0,150,3,all_test,7,capsule delayed release e,84,0.00243,0.00545
283.0,150,3,all_test,8,release e c po,75,0.00319,0.01018
283.0,150,3,all_test,9,e c po daily,51,0.00295,0.00632
283.0,150,3,all_test,10,mg tablet delayed release,44,0.00239,0.00447
283.0,150,3,gold_notes,1,steroid mediastinal lymphadenopathy h,1,0.00282,0.00282
283.0,150,3,gold_notes,2,hemolytic anemia steroid post,1,0.00221,0.00221
283.0,150,3,gold_notes,3,dat pt b12 replacement,1,0.00216,0.00216
286.3,153,3,all_test,1,non contributory physical exam,21,0.00319,0.00697
286.3,153,3,all_test,2,cigarette smoked yes x,12,0.00232,0.00257
286.3,153,3,all_test,3,interactive activity status ambulatory,10,0.00206,0.00285
286.3,153,3,all_test,4,year tobacco quit year,9,0.00489,0.00798
286.3,153,3,all_test,5,repair appendectomy social life,9,0.00234,0.00248
286.3,153,3,all_test,6,activity status ambulatory requires,9,0.00147,0.00157
286.3,153,3,all_test,7,wife grown child involved,7,0.00545,0.00961
286.3,153,3,all_test,8,worked computer programmer retired,7,0.00255,0.00255
286.3,153,3,all_test,9,percutaneous coronary intervention anatomy,7,0.00245,0.00358
286.3,153,3,all_test,10,exercise congenitally blind right,7,0.00204,0.00204
286.3,153,3,gold_notes,1,none alcohol drink alcohol,1,0.00288,0.00288
286.3,153,3,gold_notes,2,sequela social social significant,1,0.00213,0.00213
286.3,153,3,gold_notes,3,melanoma situ excised year,1,0.00136,0.00136
255.0,157,3,all_test,1,disposition extended care facility,15,0.00242,0.00492
255.0,157,3,all_test,2,disp tablet refill disposition,11,0.00217,0.00346
255.0,157,3,all_test,3,drug reaction attending name3,10,0.0024,0.00321
255.0,157,3,all_test,4,tolerated procedure well post,9,0.00344,0.00526
255.0,157,3,all_test,5,hospital6 aged macu diagnosis,9,0.00261,0.00315
255.0,157,3,all_test,6,crystal refill disposition home,9,0.00208,0.00234
255.0,157,3,all_test,7,eomi conjunctiva pink pallor,9,0.00207,0.00257
255.0,157,3,all_test,8,extended care facility hospital6,9,0.00206,0.00245
255.0,157,3,all_test,9,major surgical invasive procedure,8,0.0033,0.00547
255.0,157,3,all_test,10,disposition home facility location,8,0.00223,0.00413
255.0,157,3,gold_notes,1,miconazole nitrate powder topical,1,0.00295,0.00295
255.0,157,3,gold_notes,2,healthcare location un diagnosis,1,0.00166,0.00166
255.0,157,3,gold_notes,3,diagnosis coronary artery disease,1,0.00153,0.00153
701.0,164,3,all_test,1,delayed release e c,137,0.00227,0.00731
701.0,164,3,all_test,2,tablet delayed release e,84,0.00232,0.00778
701.0,164,3,all_test,3,release e c sig,78,0.00213,0.0039
701.0,164,3,all_test,4,c sig tablet delayed,65,0.00223,0.00449
701.0,164,3,all_test,5,sig tablet delayed release,54,0.00259,0.00522
701.0,164,3,all_test,6,e c sig tablet,50,0.00229,0.00412
701.0,164,3,all_test,7,release e c po,47,0.00216,0.00343
701.0,164,3,all_test,8,major surgical invasive procedure,24,0.00277,0.00707
701.0,164,3,all_test,9,capsule delayed release e,21,0.00171,0.0024
701.0,164,3,all_test,10,mg capsule delayed release,19,0.00235,0.00478
701.0,164,3,gold_notes,1,removed operation received 7l,1,0.00353,0.00353
701.0,164,3,gold_notes,2,bka went well without,1,0.00262,0.00262
701.0,164,3,gold_notes,3,release e c po,1,0.00124,0.00124
157.8,165,3,all_test,1,tablet sig tablet po,52,0.00202,0.00425
157.8,165,3,all_test,2,sig tablet po daily,28,0.00192,0.00361
157.8,165,3,all_test,3,mg tablet sig tablet,24,0.00196,0.00344
157.8,165,3,all_test,4,tablet po daily daily,19,0.00172,0.0028
157.8,165,3,all_test,5,gently mild soap bath,18,0.00162,0.00239
157.8,165,3,all_test,6,capsule sig capsule po,16,0.00195,0.00332
157.8,165,3,all_test,7,sig two tablet po,14,0.00132,0.00196
157.8,165,3,all_test,8,tablet sig two tablet,12,0.00176,0.0028
157.8,165,3,all_test,9,ranitidine hcl mg tablet,11,0.00221,0.00233
157.8,165,3,all_test,10,condition mental status clear,11,0.00176,0.00272
157.8,165,3,gold_notes,1,daily daily docusate sodium,1,0.00258,0.00258
157.8,165,3,gold_notes,2,detailed increased disease burden,1,0.00195,0.00195
157.8,165,3,gold_notes,3,ercp suite micu resident,1,0.00118,0.00118
353.0,198,3,all_test,1,m2 day cycle bendamustine,14,0.00251,0.00334
353.0,198,3,all_test,2,mg tablet sig tablet,10,0.00758,0.01633
353.0,198,3,all_test,3,level consciousness alert interactive,10,0.00326,0.00566
353.0,198,3,all_test,4,left ventricular ejection fraction,8,0.00351,0.00503
353.0,198,3,all_test,5,non contributory physical exam,7,0.01147,0.06024
353.0,198,3,all_test,6,r tkr social life,7,0.00759,0.00759
353.0,198,3,all_test,7,inhaler home p ruptured,7,0.00584,0.00584
353.0,198,3,all_test,8,sig tablet po daily,7,0.00539,0.00678
353.0,198,3,all_test,9,repeat tte showed improvement,7,0.00325,0.00325
353.0,198,3,all_test,10,nad heent sclerae anciteric,7,0.00274,0.00274
353.0,198,3,gold_notes,1,vodka pack year tobacco,1,0.00544,0.00544
353.0,198,3,gold_notes,2,daily gabapentin mg tid,1,0.00336,0.00336
353.0,198,3,gold_notes,3,plexis injury left arm,1,0.00264,0.00264
519.2,202,3,all_test,1,nutritious food option high,18,0.00491,0.00752
519.2,202,3,all_test,2,major surgical invasive procedure,8,0.00725,0.01098
519.2,202,3,all_test,3,option high fiber lean,8,0.0028,0.0039
519.2,202,3,all_test,4,fall dvt l subclavian,7,0.00912,0.01127
519.2,202,3,all_test,5,rituxan cycle r chop,7,0.00691,0.00727
519.2,202,3,all_test,6,condition alert oriented x3,7,0.00603,0.01026
519.2,202,3,all_test,7,insufficient hypercalcemia smv thrombosis,7,0.00473,0.00473
519.2,202,3,all_test,8,relapse admitted persistent pain,7,0.00466,0.00466
519.2,202,3,all_test,9,recent lumbar puncture vps,7,0.00282,0.00282
519.2,202,3,all_test,10,med transfer unasyn 3g,7,0.00176,0.00176
519.2,202,3,gold_notes,1,tachycardia hypertension typically self,1,0.00319,0.00319
519.2,202,3,gold_notes,2,talon system along pectoral,1,0.00241,0.00241
519.2,202,3,gold_notes,3,ciwa pain medication abg,1,0.00215,0.00215
150.5,224,3,all_test,1,kale endive meat beef,8,0.00385,0.00439
150.5,224,3,all_test,2,confusion fainting blacking extreme,8,0.00217,0.00242
150.5,224,3,all_test,3,allogeneic transplant subsequent disease,7,0.00383,0.00383
150.5,224,3,all_test,4,splenomegaly htn stress neg,7,0.00381,0.00381
150.5,224,3,all_test,5,obesity possible tia cva,7,0.00319,0.00319
150.5,224,3,all_test,6,fcr enrolled protocol phase,7,0.00238,0.00261
150.5,224,3,all_test,7,lastname overweight 28yo gentleman,7,0.00185,0.00185
150.5,224,3,all_test,8,copd 2l home o2,6,0.00513,0.00513
150.5,224,3,all_test,9,biventricular icd hypertension hyperlipidemia,6,0.00409,0.00409
150.5,224,3,all_test,10,lvef markedly dilated aorta,6,0.00403,0.00403
150.5,224,3,gold_notes,1,diabetes mellitus cholecystectomy appendectomy,1,0.00449,0.00449
150.5,224,3,gold_notes,2,wine occasionally unremarkable non,1,0.00205,0.00205
150.5,224,3,gold_notes,3,mg tablet stitle tablet,1,0.00176,0.00176
747.69,226,3,all_test,1,notable absence chest pain,14,0.00299,0.00564
747.69,226,3,all_test,2,system notable absence chest,13,0.00317,0.0044
747.69,226,3,all_test,3,present illness year old,13,0.00316,0.00484
747.69,226,3,all_test,4,review system notable absence,13,0.00286,0.00577
747.69,226,3,all_test,5,absence chest pain dyspnea,12,0.004,0.00501
747.69,226,3,all_test,6,open label multiple dose,9,0.00356,0.00452
747.69,226,3,all_test,7,major surgical invasive procedure,8,0.00269,0.00378
747.69,226,3,all_test,8,known lastname year old,7,0.00525,0.00687
747.69,226,3,all_test,9,vac placement bronchoscopy endoscopy,7,0.00421,0.00421
747.69,226,3,all_test,10,procedure none present illness,7,0.00381,0.00426
747.69,226,3,gold_notes,1,duct common bile duct,1,0.00602,0.00602
747.69,226,3,gold_notes,2,nameis apartment address doctor,1,0.00328,0.00328
747.69,226,3,gold_notes,3,significant mucus retention mucus,1,0.00304,0.00304
704.8,256,3,all_test,1,delayed release e c,297,0.00546,0.02001
704.8,256,3,all_test,2,tablet delayed release e,211,0.0054,0.0164
704.8,256,3,all_test,3,release e c sig,158,0.00447,0.01035
704.8,256,3,all_test,4,sig tablet delayed release,115,0.0062,0.01323
704.8,256,3,all_test,5,c sig tablet delayed,114,0.00549,0.01231
704.8,256,3,all_test,6,e c sig tablet,97,0.00509,0.01256
704.8,256,3,all_test,7,release e c po,92,0.00543,0.01946
704.8,256,3,all_test,8,capsule delayed release e,78,0.00434,0.01025
704.8,256,3,all_test,9,mg tablet delayed release,53,0.00397,0.00598
704.8,256,3,all_test,10,e c po daily,49,0.00561,0.01429
704.8,256,3,gold_notes,1,sig two tablet delayed,1,0.00186,0.00186
704.8,256,3,gold_notes,2,improved extubated significant difficulty,1,0.00131,0.00131
704.8,256,3,gold_notes,3,l femur fracture hypotension,1,0.00118,0.00118
366.8,258,3,all_test,1,mg tablet sig tablet,13,0.0015,0.00212
366.8,258,3,all_test,2,tablet sig tablet po,13,0.0015,0.00246
366.8,258,3,all_test,3,confusion fainting blacking extreme,8,0.00128,0.00146
366.8,258,3,all_test,4,ck mb mb indx,7,0.00196,0.00459
366.8,258,3,all_test,5,wbc rbc hgb hct,7,0.00166,0.00297
366.8,258,3,all_test,6,function severely depressed lvef,7,0.0015,0.0015
366.8,258,3,all_test,7,mitral regurgitation seen pericardial,7,0.00141,0.00217
366.8,258,3,all_test,8,pca good effect also,7,0.00134,0.00134
366.8,258,3,all_test,9,micu bp hr rr,7,0.00123,0.00123
366.8,258,3,all_test,10,cta b cor rrr,7,0.00106,0.00106
366.8,258,3,gold_notes,1,episode diarrhea significant bleeding,1,0.00223,0.00223
366.8,258,3,gold_notes,2,recommended minimum week antibiotic,1,0.00115,0.00115
366.8,258,3,gold_notes,3,21am blood ck mb,1,0.00098,0.00098
349.89,272,3,all_test,1,tablet delayed release e,97,0.00651,0.01404
349.89,272,3,all_test,2,delayed release e c,87,0.00627,0.01545
349.89,272,3,all_test,3,e c sig tablet,71,0.00647,0.01807
349.89,272,3,all_test,4,release e c sig,67,0.00616,0.01366
349.89,272,3,all_test,5,sig tablet delayed release,54,0.00757,0.01357
349.89,272,3,all_test,6,c sig tablet delayed,53,0.00618,0.01205
349.89,272,3,all_test,7,release e c po,25,0.00688,0.01
349.89,272,3,all_test,8,capsule delayed release e,24,0.00472,0.00728
349.89,272,3,all_test,9,mg tablet delayed release,18,0.00601,0.00978
349.89,272,3,all_test,10,e c sig capsule,17,0.00445,0.00682
349.89,272,3,gold_notes,1,washed successfully closed also,1,0.01149,0.01149
349.89,272,3,gold_notes,2,back pain degenerative neurological,1,0.00886,0.00886
349.89,272,3,gold_notes,3,heart per report unable,1,0.00649,0.00649
331.5,303,3,all_test,1,delayed release e c,148,0.00326,0.00903
331.5,303,3,all_test,2,tablet delayed release e,107,0.00334,0.01179
331.5,303,3,all_test,3,release e c sig,100,0.00295,0.01279
331.5,303,3,all_test,4,sig tablet delayed release,74,0.00374,0.00804
331.5,303,3,all_test,5,c sig tablet delayed,64,0.00351,0.00627
331.5,303,3,all_test,6,e c sig tablet,59,0.00325,0.00624
331.5,303,3,all_test,7,mg tablet delayed release,41,0.00361,0.01098
331.5,303,3,all_test,8,release e c po,36,0.00342,0.00566
331.5,303,3,all_test,9,mg capsule delayed release,30,0.00262,0.00531
331.5,303,3,all_test,10,capsule delayed release e,30,0.00241,0.00449
331.5,303,3,gold_notes,1,tablet delayed release e,1,0.00194,0.00194
331.5,303,3,gold_notes,2,hx lad rca blockage,1,0.0017,0.0017
331.5,303,3,gold_notes,3,time anemia low platelet,1,0.00168,0.00168
255.8,306,3,all_test,1,delayed release e c,280,0.00373,0.01551
255.8,306,3,all_test,2,tablet delayed release e,200,0.00369,0.00886
255.8,306,3,all_test,3,release e c sig,148,0.00324,0.00842
255.8,306,3,all_test,4,sig tablet delayed release,133,0.00444,0.00948
255.8,306,3,all_test,5,c sig tablet delayed,98,0.00402,0.00885
255.8,306,3,all_test,6,e c sig tablet,96,0.00383,0.00801
255.8,306,3,all_test,7,release e c po,90,0.00381,0.00778
255.8,306,3,all_test,8,capsule delayed release e,80,0.00279,0.00714
255.8,306,3,all_test,9,mg tablet delayed release,64,0.00325,0.00688
255.8,306,3,all_test,10,e c sig capsule,55,0.0027,0.00563
255.8,306,3,gold_notes,1,aspergillosis pneumonia chronic voriconazole,2,0.00254,0.00266
255.8,306,3,gold_notes,2,improvement tachypnea however oxygenation,1,0.00165,0.00165
714.9,336,3,all_test,1,pain dyspnea exertion paroxysmal,17,0.00278,0.00581
714.9,336,3,all_test,2,delayed release e c,11,0.00186,0.00237
714.9,336,3,all_test,3,ef echo atrial fibrillation,7,0.00639,0.00706
714.9,336,3,all_test,4,recommended ercp rule cholangitis,7,0.00593,0.00593
714.9,336,3,all_test,5,cardiomyopathy repeat tte showed,7,0.00529,0.00529
714.9,336,3,all_test,6,cardiac review system notable,7,0.00275,0.00411
714.9,336,3,all_test,7,l r tkr social,7,0.00267,0.00267
714.9,336,3,all_test,8,paroxysmal nocturnal dyspnea orthopnea,7,0.00257,0.00355
714.9,336,3,all_test,9,changed dapto vre coverage,7,0.0018,0.0018
714.9,336,3,all_test,10,ef mild mr h,6,0.01099,0.01158
714.9,336,3,gold_notes,1,sbo oa m restrictive,1,0.00304,0.00304
714.9,336,3,gold_notes,2,stitle herpes labialis tmj,1,0.00266,0.00266
714.9,336,3,gold_notes,3,high grade sbo originally,1,0.00264,0.00264
519.8,338,3,all_test,1,cycle cytoxan rituxan cycle,11,0.00323,0.00349
519.8,338,3,all_test,2,ambulating steady gait incisional,10,0.00195,0.0021
519.8,338,3,all_test,3,alert oriented x3 nonfocal,9,0.00212,0.00425
519.8,338,3,all_test,4,healing well erythema drainage,8,0.00174,0.00199
519.8,338,3,all_test,5,obvious p wave noted,7,0.00274,0.00274
519.8,338,3,all_test,6,mental status associated tachycardia,7,0.00219,0.00219
519.8,338,3,all_test,7,pain managed oral analgesic,7,0.00176,0.0024
519.8,338,3,all_test,8,thrombosis severe splenomegaly ct,7,0.0014,0.0014
519.8,338,3,all_test,9,married life wife dog,7,0.00139,0.00139
519.8,338,3,all_test,10,enterostomy infarcted small bowel,6,0.00518,0.00518
519.8,338,3,gold_notes,1,intubated followed chest film,1,0.00259,0.00259
519.8,338,3,gold_notes,2,unit started tube feed,1,0.00178,0.00178
519.8,338,3,gold_notes,3,recent treatment community acquired,1,0.00174,0.00174
148.1,472,3,all_test,1,arrhythmia cardiomyopathy sudden cardiac,8,0.00332,0.00435
148.1,472,3,all_test,2,oriented x3 nonfocal ambulating,7,0.0204,0.02524
148.1,472,3,all_test,3,repeat tte showed improvement,7,0.01939,0.01939
148.1,472,3,all_test,4,arthritis knee p l,7,0.00927,0.00927
148.1,472,3,all_test,5,major surgical invasive procedure,7,0.00673,0.01547
148.1,472,3,all_test,6,nad heent sclerae anciteric,7,0.00534,0.00534
148.1,472,3,all_test,7,induced using inhaler home,7,0.0047,0.00471
148.1,472,3,all_test,8,dose dose escalation study,7,0.00394,0.00394
148.1,472,3,all_test,9,bicuspid aortic valve aortic,6,0.03491,0.03492
148.1,472,3,all_test,10,x2 since cns hemorrhage,6,0.02369,0.02369
148.1,472,3,gold_notes,1,variability left ventricular ejection,1,0.00718,0.00718
148.1,472,3,gold_notes,2,year retired navy currently,1,0.0042,0.0042
148.1,472,3,gold_notes,3,undergoing treatment piriform scc,1,0.00255,0.00255
337.3,13,2,all_test,1,present illness year old,9,0.00841,0.01513
337.3,13,2,all_test,2,major surgical invasive procedure,9,0.00521,0.00943
337.3,13,2,all_test,3,dyspnea exertion paroxysmal nocturnal,9,0.00327,0.00367
337.3,13,2,all_test,4,exploratory laparotomy small bowel,8,0.01169,0.01202
337.3,13,2,all_test,5,insufficient hypercalcemia smv thrombosis,7,0.00774,0.00774
337.3,13,2,all_test,6,illness year old male,7,0.0069,0.00853
337.3,13,2,all_test,7,location un deal biomedical,7,0.0066,0.00778
337.3,13,2,all_test,8,clear coherent level consciousness,7,0.0037,0.00589
337.3,13,2,all_test,9,status post dli subsequent,7,0.00342,0.00342
337.3,13,2,all_test,10,fluid collection pseudocyst peripancreatic,7,0.00331,0.00331
337.3,13,2,gold_notes,1,status vegetative state baseline,1,0.00318,0.00318
337.3,13,2,gold_notes,2,including esbl e coli,1,0.00224,0.00224
569.82,31,2,all_test,1,performed obvious p wave,7,0.00499,0.00499
569.82,31,2,all_test,2,hospitalization fall dvt l,7,0.00475,0.00653
569.82,31,2,all_test,3,infectious pachymeningitis cannot excluded,7,0.00247,0.00247
569.82,31,2,all_test,4,status waxing doctor duration,7,0.00174,0.00174
569.82,31,2,all_test,5,transfer unasyn 3g iv,7,0.00166,0.00166
569.82,31,2,all_test,6,non contributory physical exam,7,0.00161,0.00192
569.82,31,2,all_test,7,tach also became lethargic,6,0.00411,0.00411
569.82,31,2,all_test,8,instruction understanding verbalized agreement,6,0.00325,0.00325
569.82,31,2,all_test,9,without radiation ameliorating exacerbating,6,0.00318,0.00318
569.82,31,2,all_test,10,antigen cell comprise lymphoid,6,0.00313,0.00313
569.82,31,2,gold_notes,1,labetalol prior recommend nifedipine,1,0.00185,0.00185
569.82,31,2,gold_notes,2,parsley kale endive meat,1,0.00182,0.00182
286.4,46,2,all_test,1,known lastname year old,10,0.00319,0.00494
